transaction_id,transaction_time,year,quarter,month,month_name,day_of_week,item_code,item_description,number_of_items,cost_per_item,total_sales_value,country,hour_of_day,week_number
CS3091_26916,2014-03-10,2014,1,3,March,Monday,ITM012,Pen Set,1,45.0,45.0,Germany,0,11
CS5620_26917,2011-11-02,2011,4,11,November,Wednesday,ITM005,Webcam HD,1,60.0,60.0,Germany,0,44
CS3073_26918,2011-06-01,2011,2,6,June,Wednesday,ITM008,Screen Cleaner,1,70.0,70.0,United Kingdom,0,22
CS4233_26919,2013-02-04,2013,1,2,February,Monday,ITM012,Pen Set,1,89.0,89.0,United States,0,6
CS4199_26920,2014-12-14,2014,4,12,December,Sunday,ITM001,Wireless Mouse,1,58.0,58.0,United Kingdom,0,50
CS1556_26921,2014-03-17,2014,1,3,March,Monday,ITM001,Wireless Mouse,1,104.0,104.0,Germany,0,12
CS5473_26922,2012-01-16,2012,1,1,January,Monday,ITM002,USB Keyboard,1,79.0,79.0,Germany,0,3
CS4109_26923,2011-06-10,2011,2,6,June,Friday,ITM004,Laptop Stand,1,89.0,89.0,Germany,0,23
CS3947_26924,2013-07-05,2013,3,7,July,Friday,ITM003,HDMI Cable,1,60.0,60.0,Germany,0,27
CS2351_26925,2012-10-09,2012,4,10,October,Tuesday,ITM005,Webcam HD,1,77.0,77.0,United Kingdom,0,41
CS1710_26926,2012-06-06,2012,2,6,June,Wednesday,ITM015,Folder Set,1,61.0,61.0,Belgium,0,23
CS5969_26927,2012-06-02,2012,2,6,June,Saturday,ITM015,Folder Set,1,104.0,104.0,United Kingdom,0,22
CS2036_26928,2012-11-26,2012,4,11,November,Monday,ITM008,Screen Cleaner,1,61.0,61.0,Netherlands,0,48
CS2381_26929,2014-02-01,2014,1,2,February,Saturday,ITM015,Folder Set,1,42.0,42.0,United States,0,5
CS1786_26930,2013-02-17,2013,1,2,February,Sunday,ITM005,Webcam HD,1,58.0,58.0,France,0,7
CS3099_26931,2013-04-30,2013,2,4,April,Tuesday,ITM007,Phone Charger,1,55.0,55.0,Germany,0,18
CS1121_26932,2013-03-12,2013,1,3,March,Tuesday,ITM009,Desk Lamp,1,67.0,67.0,United Kingdom,0,11
CS5986_26933,2013-09-08,2013,3,9,September,Sunday,ITM015,Folder Set,1,97.0,97.0,United Kingdom,0,36
CS4229_26934,2015-02-17,2015,1,2,February,Tuesday,ITM007,Phone Charger,1,103.0,103.0,France,0,8
CS2112_26935,2012-01-11,2012,1,1,January,Wednesday,ITM015,Folder Set,1,102.0,102.0,Germany,0,2
CS4973_26936,2012-07-22,2012,3,7,July,Sunday,ITM007,Phone Charger,1,95.0,95.0,Spain,0,29
CS4879_26937,2011-12-15,2011,4,12,December,Thursday,ITM006,Headphones,1,86.0,86.0,Germany,0,50
CS1663_26938,2013-10-01,2013,4,10,October,Tuesday,ITM008,Screen Cleaner,1,44.0,44.0,United Kingdom,0,40
CS3121_26939,2013-01-01,2013,1,1,January,Tuesday,ITM008,Screen Cleaner,1,78.0,78.0,United States,0,1
CS2637_26940,2013-07-22,2013,3,7,July,Monday,ITM003,HDMI Cable,1,90.0,90.0,United States,0,30
CS1738_26941,2012-03-15,2012,1,3,March,Thursday,ITM002,USB Keyboard,1,59.0,59.0,Germany,0,11
CS1961_26942,2014-08-20,2014,3,8,August,Wednesday,ITM010,Power Strip,1,105.0,105.0,United Kingdom,0,34
CS3657_26943,2013-04-01,2013,2,4,April,Monday,ITM006,Headphones,1,89.0,89.0,United Kingdom,0,14
CS1185_26944,2013-05-19,2013,2,5,May,Sunday,ITM003,HDMI Cable,1,98.0,98.0,France,0,20
CS3477_26945,2013-01-19,2013,1,1,January,Saturday,ITM003,HDMI Cable,1,101.0,101.0,Germany,0,3
CS4413_26946,2012-02-16,2012,1,2,February,Thursday,ITM012,Pen Set,1,69.0,69.0,United Kingdom,0,7
CS5144_26947,2011-12-27,2011,4,12,December,Tuesday,ITM010,Power Strip,1,36.0,36.0,United Kingdom,0,52
CS2851_26948,2013-01-03,2013,1,1,January,Thursday,ITM001,Wireless Mouse,1,61.0,61.0,Germany,0,1
CS4826_26949,2014-08-19,2014,3,8,August,Tuesday,ITM003,HDMI Cable,1,61.0,61.0,Germany,0,34
CS1946_26950,2014-07-08,2014,3,7,July,Tuesday,ITM004,Laptop Stand,1,84.0,84.0,United Kingdom,0,28
CS3732_26951,2013-11-18,2013,4,11,November,Monday,ITM002,USB Keyboard,1,105.0,105.0,United Kingdom,0,47
CS4631_26952,2014-10-02,2014,4,10,October,Thursday,ITM014,Sticky Notes,1,87.0,87.0,United Kingdom,0,40
CS4063_26953,2013-12-19,2013,4,12,December,Thursday,ITM005,Webcam HD,1,60.0,60.0,Netherlands,0,51
CS1625_26954,2014-08-30,2014,3,8,August,Saturday,ITM006,Headphones,1,50.0,50.0,United Kingdom,0,35
CS4293_26955,2013-10-12,2013,4,10,October,Saturday,ITM012,Pen Set,1,98.0,98.0,France,0,41
CS1777_26956,2013-08-29,2013,3,8,August,Thursday,ITM007,Phone Charger,1,76.0,76.0,France,0,35
CS3189_26957,2015-02-01,2015,1,2,February,Sunday,ITM013,Stapler,1,50.0,50.0,Spain,0,5
CS1573_26958,2012-06-10,2012,2,6,June,Sunday,ITM015,Folder Set,1,83.0,83.0,France,0,23
CS5412_26959,2012-04-07,2012,2,4,April,Saturday,ITM003,HDMI Cable,1,57.0,57.0,France,0,14
CS3755_26960,2014-05-25,2014,2,5,May,Sunday,ITM002,USB Keyboard,1,93.0,93.0,France,0,21
CS2099_26961,2013-06-11,2013,2,6,June,Tuesday,ITM006,Headphones,1,44.0,44.0,France,0,24
CS4062_26962,2011-07-15,2011,3,7,July,Friday,ITM009,Desk Lamp,1,72.0,72.0,Germany,0,28
CS3645_26963,2012-02-13,2012,1,2,February,Monday,ITM001,Wireless Mouse,1,55.0,55.0,United Kingdom,0,7
CS4574_26964,2012-11-07,2012,4,11,November,Wednesday,ITM004,Laptop Stand,1,98.0,98.0,Netherlands,0,45
CS4862_26965,2013-10-21,2013,4,10,October,Monday,ITM014,Sticky Notes,1,37.0,37.0,United Kingdom,0,43
CS1843_26966,2012-01-28,2012,1,1,January,Saturday,ITM013,Stapler,1,71.0,71.0,United Kingdom,0,4
CS3850_26967,2012-05-24,2012,2,5,May,Thursday,ITM003,HDMI Cable,1,105.0,105.0,United States,0,21
CS2779_26968,2013-05-19,2013,2,5,May,Sunday,ITM013,Stapler,1,97.0,97.0,Australia,0,20
CS2546_26969,2012-05-29,2012,2,5,May,Tuesday,ITM014,Sticky Notes,1,78.0,78.0,United Kingdom,0,22
CS1162_26970,2012-05-14,2012,2,5,May,Monday,ITM001,Wireless Mouse,1,80.0,80.0,United Kingdom,0,20
CS4641_26971,2012-06-22,2012,2,6,June,Friday,ITM002,USB Keyboard,1,36.0,36.0,United Kingdom,0,25
CS3843_26972,2013-05-01,2013,2,5,May,Wednesday,ITM007,Phone Charger,1,60.0,60.0,France,0,18
CS3758_26973,2014-05-21,2014,2,5,May,Wednesday,ITM001,Wireless Mouse,1,79.0,79.0,Netherlands,0,21
CS1458_26974,2013-08-02,2013,3,8,August,Friday,ITM009,Desk Lamp,1,59.0,59.0,Germany,0,31
CS2391_26975,2012-10-14,2012,4,10,October,Sunday,ITM002,USB Keyboard,1,89.0,89.0,Germany,0,41
CS1677_26976,2013-10-13,2013,4,10,October,Sunday,ITM003,HDMI Cable,1,54.0,54.0,United Kingdom,0,41
CS4523_26977,2014-06-07,2014,2,6,June,Saturday,ITM009,Desk Lamp,1,38.0,38.0,Australia,0,23
CS5111_26978,2013-09-01,2013,3,9,September,Sunday,ITM008,Screen Cleaner,1,67.0,67.0,United Kingdom,0,35
CS2847_26979,2013-09-27,2013,3,9,September,Friday,ITM009,Desk Lamp,1,104.0,104.0,Spain,0,39
CS5365_26980,2015-01-07,2015,1,1,January,Wednesday,ITM012,Pen Set,1,67.0,67.0,United Kingdom,0,2
CS2524_26981,2015-03-08,2015,1,3,March,Sunday,ITM008,Screen Cleaner,1,94.0,94.0,United Kingdom,0,10
CS5032_26982,2013-06-24,2013,2,6,June,Monday,ITM010,Power Strip,1,75.0,75.0,Netherlands,0,26
CS4382_26983,2011-07-12,2011,3,7,July,Tuesday,ITM009,Desk Lamp,1,90.0,90.0,Netherlands,0,28
CS5495_26984,2014-04-22,2014,2,4,April,Tuesday,ITM006,Headphones,1,36.0,36.0,United States,0,17
CS2489_26985,2013-03-18,2013,1,3,March,Monday,ITM003,HDMI Cable,1,66.0,66.0,Germany,0,12
CS2624_26986,2012-08-15,2012,3,8,August,Wednesday,ITM002,USB Keyboard,1,70.0,70.0,Australia,0,33
CS1676_26987,2014-01-16,2014,1,1,January,Thursday,ITM003,HDMI Cable,1,39.0,39.0,Spain,0,3
CS2766_26988,2013-09-09,2013,3,9,September,Monday,ITM006,Headphones,1,52.0,52.0,United States,0,37
CS1490_26989,2011-06-06,2011,2,6,June,Monday,ITM005,Webcam HD,1,85.0,85.0,Netherlands,0,23
CS3289_26990,2014-03-16,2014,1,3,March,Sunday,ITM009,Desk Lamp,1,73.0,73.0,France,0,11
CS4202_26991,2012-07-17,2012,3,7,July,Tuesday,ITM013,Stapler,1,40.0,40.0,Germany,0,29
CS4024_26992,2013-06-19,2013,2,6,June,Wednesday,ITM013,Stapler,1,45.0,45.0,United Kingdom,0,25
CS2634_26993,2014-03-18,2014,1,3,March,Tuesday,ITM005,Webcam HD,1,103.0,103.0,United Kingdom,0,12
CS4617_26994,2014-01-08,2014,1,1,January,Wednesday,ITM003,HDMI Cable,1,95.0,95.0,Spain,0,2
CS2362_26995,2014-03-25,2014,1,3,March,Tuesday,ITM003,HDMI Cable,1,105.0,105.0,United Kingdom,0,13
CS1497_26996,2012-12-07,2012,4,12,December,Friday,ITM012,Pen Set,1,80.0,80.0,Germany,0,49
CS5164_26997,2012-06-30,2012,2,6,June,Saturday,ITM004,Laptop Stand,1,91.0,91.0,United Kingdom,0,26
CS4962_26998,2014-01-20,2014,1,1,January,Monday,ITM009,Desk Lamp,1,72.0,72.0,Germany,0,4
CS5248_26999,2013-04-26,2013,2,4,April,Friday,ITM004,Laptop Stand,1,39.0,39.0,United Kingdom,0,17
CS1742_27000,2014-07-02,2014,3,7,July,Wednesday,ITM009,Desk Lamp,1,68.0,68.0,United Kingdom,0,27
CS2587_27001,2013-07-15,2013,3,7,July,Monday,ITM006,Headphones,1,69.0,69.0,United Kingdom,0,29
CS5200_27002,2014-06-24,2014,2,6,June,Tuesday,ITM011,Notebook,1,41.0,41.0,Australia,0,26
CS5169_27003,2014-07-06,2014,3,7,July,Sunday,ITM004,Laptop Stand,1,49.0,49.0,Spain,0,27
CS5351_27004,2012-08-24,2012,3,8,August,Friday,ITM007,Phone Charger,1,36.0,36.0,Netherlands,0,34
CS1909_27005,2014-01-25,2014,1,1,January,Saturday,ITM007,Phone Charger,1,90.0,90.0,Spain,0,4
CS1476_27006,2014-10-02,2014,4,10,October,Thursday,ITM005,Webcam HD,1,41.0,41.0,Netherlands,0,40
CS1369_27007,2011-07-07,2011,3,7,July,Thursday,ITM001,Wireless Mouse,1,35.0,35.0,Belgium,0,27
CS4375_27008,2013-11-16,2013,4,11,November,Saturday,ITM015,Folder Set,1,54.0,54.0,United Kingdom,0,46
CS4501_27009,2011-09-02,2011,3,9,September,Friday,ITM013,Stapler,1,77.0,77.0,United States,0,35
CS1350_27010,2013-07-02,2013,3,7,July,Tuesday,ITM014,Sticky Notes,1,75.0,75.0,France,0,27
CS1718_27011,2012-10-12,2012,4,10,October,Friday,ITM014,Sticky Notes,1,70.0,70.0,United Kingdom,0,41
CS4135_27012,2013-11-01,2013,4,11,November,Friday,ITM001,Wireless Mouse,1,94.0,94.0,Germany,0,44
CS2045_27013,2015-01-09,2015,1,1,January,Friday,ITM003,HDMI Cable,1,90.0,90.0,France,0,2
CS1775_27014,2013-01-02,2013,1,1,January,Wednesday,ITM011,Notebook,1,39.0,39.0,Belgium,0,1
CS4439_27015,2014-06-10,2014,2,6,June,Tuesday,ITM010,Power Strip,1,38.0,38.0,United Kingdom,0,24
CS5492_27016,2013-07-07,2013,3,7,July,Sunday,ITM013,Stapler,1,56.0,56.0,United States,0,27
CS1820_27017,2013-03-03,2013,1,3,March,Sunday,ITM014,Sticky Notes,1,100.0,100.0,Germany,0,9
CS2664_27018,2013-12-28,2013,4,12,December,Saturday,ITM012,Pen Set,1,56.0,56.0,Germany,0,52
CS3924_27019,2012-06-09,2012,2,6,June,Saturday,ITM010,Power Strip,1,82.0,82.0,United Kingdom,0,23
CS5752_27020,2013-03-26,2013,1,3,March,Tuesday,ITM004,Laptop Stand,1,102.0,102.0,Netherlands,0,13
CS3978_27021,2014-03-21,2014,1,3,March,Friday,ITM009,Desk Lamp,1,63.0,63.0,France,0,12
CS4897_27022,2012-12-24,2012,4,12,December,Monday,ITM001,Wireless Mouse,1,48.0,48.0,United Kingdom,0,52
CS1536_27023,2011-11-12,2011,4,11,November,Saturday,ITM002,USB Keyboard,1,48.0,48.0,United Kingdom,0,45
CS1485_27024,2013-10-27,2013,4,10,October,Sunday,ITM004,Laptop Stand,1,54.0,54.0,United States,0,43
CS1435_27025,2012-01-08,2012,1,1,January,Sunday,ITM014,Sticky Notes,1,36.0,36.0,United States,0,1
CS3686_27026,2014-03-22,2014,1,3,March,Saturday,ITM012,Pen Set,1,61.0,61.0,United Kingdom,0,12
CS1937_27027,2011-12-21,2011,4,12,December,Wednesday,ITM014,Sticky Notes,1,59.0,59.0,France,0,51
CS1240_27028,2014-09-10,2014,3,9,September,Wednesday,ITM009,Desk Lamp,1,46.0,46.0,Netherlands,0,37
CS1240_27029,2012-12-22,2012,4,12,December,Saturday,ITM012,Pen Set,1,41.0,41.0,France,0,51
CS3172_27030,2012-06-01,2012,2,6,June,Friday,ITM013,Stapler,1,38.0,38.0,United Kingdom,0,22
CS5246_27031,2011-06-04,2011,2,6,June,Saturday,ITM013,Stapler,1,102.0,102.0,United Kingdom,0,22
CS2369_27032,2014-01-05,2014,1,1,January,Sunday,ITM013,Stapler,1,72.0,72.0,United Kingdom,0,1
CS6091_27033,2014-08-17,2014,3,8,August,Sunday,ITM010,Power Strip,1,63.0,63.0,United Kingdom,0,33
CS2910_27034,2012-04-09,2012,2,4,April,Monday,ITM012,Pen Set,1,80.0,80.0,United Kingdom,0,15
CS2388_27035,2014-01-02,2014,1,1,January,Thursday,ITM013,Stapler,1,41.0,41.0,Netherlands,0,1
CS3291_27036,2013-08-03,2013,3,8,August,Saturday,ITM006,Headphones,1,92.0,92.0,United Kingdom,0,31
CS2604_27037,2012-05-23,2012,2,5,May,Wednesday,ITM010,Power Strip,1,67.0,67.0,Australia,0,21
CS3408_27038,2014-11-06,2014,4,11,November,Thursday,ITM009,Desk Lamp,1,97.0,97.0,United Kingdom,0,45
CS4674_27039,2014-07-23,2014,3,7,July,Wednesday,ITM014,Sticky Notes,1,105.0,105.0,United Kingdom,0,30
CS2627_27040,2013-11-26,2013,4,11,November,Tuesday,ITM011,Notebook,1,36.0,36.0,United Kingdom,0,48
CS5335_27041,2012-05-07,2012,2,5,May,Monday,ITM007,Phone Charger,1,59.0,59.0,Germany,0,19
CS5775_27042,2011-08-11,2011,3,8,August,Thursday,ITM009,Desk Lamp,1,84.0,84.0,United Kingdom,0,32
CS1464_27043,2013-01-13,2013,1,1,January,Sunday,ITM012,Pen Set,1,91.0,91.0,Germany,0,2
CS5450_27044,2013-10-08,2013,4,10,October,Tuesday,ITM005,Webcam HD,1,74.0,74.0,Spain,0,41
CS3524_27045,2014-06-27,2014,2,6,June,Friday,ITM015,Folder Set,1,85.0,85.0,Spain,0,26
CS5467_27046,2012-02-17,2012,1,2,February,Friday,ITM004,Laptop Stand,1,36.0,36.0,France,0,7
CS2975_27047,2014-02-03,2014,1,2,February,Monday,ITM002,USB Keyboard,1,47.0,47.0,Belgium,0,6
CS4639_27048,2013-01-21,2013,1,1,January,Monday,ITM002,USB Keyboard,1,44.0,44.0,Spain,0,4
CS1770_27049,2013-03-23,2013,1,3,March,Saturday,ITM012,Pen Set,1,47.0,47.0,Australia,0,12
CS3570_27050,2015-02-12,2015,1,2,February,Thursday,ITM008,Screen Cleaner,1,42.0,42.0,Australia,0,7
CS2862_27051,2012-02-06,2012,1,2,February,Monday,ITM002,USB Keyboard,1,70.0,70.0,United States,0,6
CS5580_27052,2011-10-25,2011,4,10,October,Tuesday,ITM013,Stapler,1,74.0,74.0,Germany,0,43
CS3955_27053,2012-06-01,2012,2,6,June,Friday,ITM013,Stapler,1,42.0,42.0,Germany,0,22
CS3802_27054,2012-01-24,2012,1,1,January,Tuesday,ITM010,Power Strip,1,89.0,89.0,Spain,0,4
CS1503_27055,2014-02-09,2014,1,2,February,Sunday,ITM005,Webcam HD,1,102.0,102.0,United Kingdom,0,6
CS1605_27056,2014-06-13,2014,2,6,June,Friday,ITM015,Folder Set,1,63.0,63.0,United Kingdom,0,24
CS1148_27057,2012-07-11,2012,3,7,July,Wednesday,ITM006,Headphones,1,90.0,90.0,France,0,28
CS5249_27058,2014-12-03,2014,4,12,December,Wednesday,ITM002,USB Keyboard,1,100.0,100.0,Netherlands,0,49
CS5962_27059,2014-10-24,2014,4,10,October,Friday,ITM011,Notebook,1,76.0,76.0,France,0,43
CS4035_27060,2014-05-06,2014,2,5,May,Tuesday,ITM003,HDMI Cable,1,85.0,85.0,France,0,19
CS2430_27061,2014-07-16,2014,3,7,July,Wednesday,ITM010,Power Strip,1,73.0,73.0,United Kingdom,0,29
CS5787_27062,2013-02-19,2013,1,2,February,Tuesday,ITM007,Phone Charger,1,100.0,100.0,United Kingdom,0,8
CS2356_27063,2013-03-20,2013,1,3,March,Wednesday,ITM009,Desk Lamp,1,41.0,41.0,United Kingdom,0,12
CS2985_27064,2011-07-16,2011,3,7,July,Saturday,ITM001,Wireless Mouse,1,87.0,87.0,United Kingdom,0,28
CS3042_27065,2011-11-24,2011,4,11,November,Thursday,ITM005,Webcam HD,1,77.0,77.0,Netherlands,0,47
CS5193_27066,2013-05-22,2013,2,5,May,Wednesday,ITM001,Wireless Mouse,1,39.0,39.0,United Kingdom,0,21
CS1128_27067,2014-04-19,2014,2,4,April,Saturday,ITM006,Headphones,1,100.0,100.0,Netherlands,0,16
CS1581_27068,2011-08-29,2011,3,8,August,Monday,ITM001,Wireless Mouse,1,60.0,60.0,United Kingdom,0,35
CS5446_27069,2013-04-04,2013,2,4,April,Thursday,ITM012,Pen Set,1,62.0,62.0,Netherlands,0,14
CS4841_27070,2012-11-05,2012,4,11,November,Monday,ITM012,Pen Set,1,95.0,95.0,Australia,0,45
CS3484_27071,2012-04-06,2012,2,4,April,Friday,ITM013,Stapler,1,70.0,70.0,Australia,0,14
CS4411_27072,2013-04-18,2013,2,4,April,Thursday,ITM014,Sticky Notes,1,91.0,91.0,France,0,16
CS5845_27073,2011-12-28,2011,4,12,December,Wednesday,ITM007,Phone Charger,1,104.0,104.0,Australia,0,52
CS4591_27074,2012-04-10,2012,2,4,April,Tuesday,ITM005,Webcam HD,1,91.0,91.0,Netherlands,0,15
CS5278_27075,2011-08-07,2011,3,8,August,Sunday,ITM013,Stapler,1,84.0,84.0,Germany,0,31
CS2913_27076,2013-02-17,2013,1,2,February,Sunday,ITM007,Phone Charger,1,49.0,49.0,Spain,0,7
CS3561_27077,2012-03-07,2012,1,3,March,Wednesday,ITM004,Laptop Stand,1,46.0,46.0,France,0,10
CS2363_27078,2011-08-08,2011,3,8,August,Monday,ITM001,Wireless Mouse,1,47.0,47.0,United Kingdom,0,32
CS5907_27079,2014-05-03,2014,2,5,May,Saturday,ITM002,USB Keyboard,1,94.0,94.0,United Kingdom,0,18
CS3221_27080,2012-04-24,2012,2,4,April,Tuesday,ITM013,Stapler,1,51.0,51.0,France,0,17
CS5799_27081,2014-03-24,2014,1,3,March,Monday,ITM006,Headphones,1,37.0,37.0,Belgium,0,13
CS2962_27082,2013-09-04,2013,3,9,September,Wednesday,ITM014,Sticky Notes,1,93.0,93.0,United Kingdom,0,36
CS2631_27083,2012-08-23,2012,3,8,August,Thursday,ITM005,Webcam HD,1,100.0,100.0,France,0,34
CS2440_27084,2014-10-08,2014,4,10,October,Wednesday,ITM008,Screen Cleaner,1,48.0,48.0,Germany,0,41
CS1135_27085,2013-01-07,2013,1,1,January,Monday,ITM015,Folder Set,1,38.0,38.0,United States,0,2
CS5832_27086,2013-10-07,2013,4,10,October,Monday,ITM003,HDMI Cable,1,72.0,72.0,France,0,41
CS5480_27087,2011-11-23,2011,4,11,November,Wednesday,ITM005,Webcam HD,1,62.0,62.0,Australia,0,47
CS3968_27088,2014-08-08,2014,3,8,August,Friday,ITM015,Folder Set,1,80.0,80.0,Germany,0,32
CS4460_27089,2011-09-10,2011,3,9,September,Saturday,ITM009,Desk Lamp,1,37.0,37.0,Australia,0,36
CS2225_27090,2012-02-14,2012,1,2,February,Tuesday,ITM012,Pen Set,1,77.0,77.0,United States,0,7
CS3164_27091,2012-08-29,2012,3,8,August,Wednesday,ITM007,Phone Charger,1,95.0,95.0,United States,0,35
CS5685_27092,2013-05-31,2013,2,5,May,Friday,ITM005,Webcam HD,1,66.0,66.0,France,0,22
CS1133_27093,2012-08-12,2012,3,8,August,Sunday,ITM004,Laptop Stand,1,38.0,38.0,United Kingdom,0,32
CS4932_27094,2011-09-15,2011,3,9,September,Thursday,ITM013,Stapler,1,45.0,45.0,United Kingdom,0,37
CS3075_27095,2012-03-01,2012,1,3,March,Thursday,ITM015,Folder Set,1,98.0,98.0,Spain,0,9
CS5868_27096,2014-06-07,2014,2,6,June,Saturday,ITM004,Laptop Stand,1,41.0,41.0,Australia,0,23
CS1511_27097,2012-07-09,2012,3,7,July,Monday,ITM010,Power Strip,1,101.0,101.0,United Kingdom,0,28
CS3370_27098,2013-09-03,2013,3,9,September,Tuesday,ITM009,Desk Lamp,1,82.0,82.0,United Kingdom,0,36
CS5738_27099,2013-02-02,2013,1,2,February,Saturday,ITM014,Sticky Notes,1,63.0,63.0,United Kingdom,0,5
CS4057_27100,2011-11-30,2011,4,11,November,Wednesday,ITM008,Screen Cleaner,1,50.0,50.0,France,0,48
CS1818_27101,2015-01-09,2015,1,1,January,Friday,ITM001,Wireless Mouse,1,71.0,71.0,United States,0,2
CS1384_27102,2012-10-31,2012,4,10,October,Wednesday,ITM015,Folder Set,1,44.0,44.0,United Kingdom,0,44
CS3689_27103,2012-09-09,2012,3,9,September,Sunday,ITM004,Laptop Stand,1,45.0,45.0,United Kingdom,0,36
CS4863_27104,2011-06-09,2011,2,6,June,Thursday,ITM002,USB Keyboard,1,62.0,62.0,United Kingdom,0,23
CS2333_27105,2012-08-28,2012,3,8,August,Tuesday,ITM004,Laptop Stand,1,72.0,72.0,United Kingdom,0,35
CS4847_27106,2011-10-20,2011,4,10,October,Thursday,ITM012,Pen Set,1,90.0,90.0,United Kingdom,0,42
CS4919_27107,2013-08-04,2013,3,8,August,Sunday,ITM015,Folder Set,1,85.0,85.0,Germany,0,31
CS1887_27108,2013-02-26,2013,1,2,February,Tuesday,ITM005,Webcam HD,1,59.0,59.0,Germany,0,9
CS2826_27109,2014-03-24,2014,1,3,March,Monday,ITM003,HDMI Cable,1,61.0,61.0,United States,0,13
CS2476_27110,2012-11-05,2012,4,11,November,Monday,ITM010,Power Strip,1,100.0,100.0,United States,0,45
CS5829_27111,2012-08-04,2012,3,8,August,Saturday,ITM015,Folder Set,1,91.0,91.0,Germany,0,31
CS1838_27112,2011-09-11,2011,3,9,September,Sunday,ITM002,USB Keyboard,1,56.0,56.0,Spain,0,36
CS1503_27113,2014-10-23,2014,4,10,October,Thursday,ITM013,Stapler,1,98.0,98.0,Spain,0,43
CS1501_27114,2012-04-24,2012,2,4,April,Tuesday,ITM001,Wireless Mouse,1,98.0,98.0,United States,0,17
CS1320_27115,2011-07-24,2011,3,7,July,Sunday,ITM003,HDMI Cable,1,76.0,76.0,Germany,0,29
CS4682_27116,2013-05-29,2013,2,5,May,Wednesday,ITM012,Pen Set,1,71.0,71.0,Germany,0,22
CS2514_27117,2013-06-03,2013,2,6,June,Monday,ITM007,Phone Charger,1,41.0,41.0,France,0,23
CS5663_27118,2012-02-04,2012,1,2,February,Saturday,ITM004,Laptop Stand,1,105.0,105.0,United Kingdom,0,5
CS3994_27119,2013-06-23,2013,2,6,June,Sunday,ITM001,Wireless Mouse,1,40.0,40.0,Australia,0,25
CS3136_27120,2014-06-28,2014,2,6,June,Saturday,ITM010,Power Strip,1,46.0,46.0,France,0,26
CS3270_27121,2014-03-26,2014,1,3,March,Wednesday,ITM001,Wireless Mouse,1,65.0,65.0,United Kingdom,0,13
CS4781_27122,2014-03-02,2014,1,3,March,Sunday,ITM008,Screen Cleaner,1,103.0,103.0,United Kingdom,0,9
CS1957_27123,2012-12-27,2012,4,12,December,Thursday,ITM015,Folder Set,1,64.0,64.0,Australia,0,52
CS3414_27124,2014-08-06,2014,3,8,August,Wednesday,ITM004,Laptop Stand,1,51.0,51.0,France,0,32
CS2527_27125,2011-09-08,2011,3,9,September,Thursday,ITM011,Notebook,1,73.0,73.0,United Kingdom,0,36
CS5676_27126,2013-03-11,2013,1,3,March,Monday,ITM001,Wireless Mouse,1,82.0,82.0,United Kingdom,0,11
CS2400_27127,2013-05-07,2013,2,5,May,Tuesday,ITM001,Wireless Mouse,1,76.0,76.0,Germany,0,19
CS3690_27128,2012-11-24,2012,4,11,November,Saturday,ITM009,Desk Lamp,1,59.0,59.0,United States,0,47
CS5629_27129,2014-04-27,2014,2,4,April,Sunday,ITM007,Phone Charger,1,101.0,101.0,France,0,17
CS5594_27130,2013-11-09,2013,4,11,November,Saturday,ITM005,Webcam HD,1,72.0,72.0,Australia,0,45
CS5197_27131,2014-04-09,2014,2,4,April,Wednesday,ITM007,Phone Charger,1,91.0,91.0,Netherlands,0,15
CS1928_27132,2012-12-03,2012,4,12,December,Monday,ITM002,USB Keyboard,1,43.0,43.0,Belgium,0,49
CS2965_27133,2011-07-25,2011,3,7,July,Monday,ITM005,Webcam HD,1,46.0,46.0,France,0,30
CS6087_27134,2013-05-29,2013,2,5,May,Wednesday,ITM006,Headphones,1,101.0,101.0,United Kingdom,0,22
CS5470_27135,2013-07-03,2013,3,7,July,Wednesday,ITM006,Headphones,1,73.0,73.0,Spain,0,27
CS6074_27136,2014-04-27,2014,2,4,April,Sunday,ITM005,Webcam HD,1,49.0,49.0,Netherlands,0,17
CS4589_27137,2012-07-16,2012,3,7,July,Monday,ITM001,Wireless Mouse,1,63.0,63.0,United Kingdom,0,29
CS3229_27138,2014-03-01,2014,1,3,March,Saturday,ITM007,Phone Charger,1,36.0,36.0,United States,0,9
CS5438_27139,2011-12-18,2011,4,12,December,Sunday,ITM015,Folder Set,1,92.0,92.0,Australia,0,50
CS2944_27140,2013-10-13,2013,4,10,October,Sunday,ITM007,Phone Charger,1,86.0,86.0,Netherlands,0,41
CS6049_27141,2013-10-18,2013,4,10,October,Friday,ITM009,Desk Lamp,1,40.0,40.0,Germany,0,42
CS4234_27142,2013-10-17,2013,4,10,October,Thursday,ITM014,Sticky Notes,1,36.0,36.0,France,0,42
CS3456_27143,2012-10-24,2012,4,10,October,Wednesday,ITM006,Headphones,1,77.0,77.0,Germany,0,43
CS3107_27144,2013-07-21,2013,3,7,July,Sunday,ITM010,Power Strip,1,89.0,89.0,Germany,0,29
CS5040_27145,2011-06-28,2011,2,6,June,Tuesday,ITM009,Desk Lamp,1,92.0,92.0,United Kingdom,0,26
CS2526_27146,2014-01-01,2014,1,1,January,Wednesday,ITM008,Screen Cleaner,1,36.0,36.0,United Kingdom,0,1
CS2714_27147,2015-02-07,2015,1,2,February,Saturday,ITM005,Webcam HD,1,66.0,66.0,United Kingdom,0,6
